,ID,date,dept,annee_const,hauteur,etages,mat_murs,mat_toits,nb_angles,surface_bati_dur,surface_bati_leger,surface_parcelle,nb_bati_dur,nb_bati_leger,NbPieces 
6720,877905,19/01/2017,30,1977,3.1,1,50,10,13,72.9,0,539.5259776,1,0,5p
13433,790952,26/03/2020,35,1840,4.2,2,15,20,9,67.2,0,314.113726,1,0,5p
14287,1692313,30/07/2015,62,2011,4.3,1,90,10,9,26.8,0,677.7852276,1,0,4p
14029,2395901,07/10/2016,82,1935,3.9,2,20,10,18,287.8,0,6078.403899,1,0,5p
2495,1775709,20/07/2018,59,1892,4.5,2,40,10,8,127.6,0,753.2374301,1,1,3p
12005,1380993,13/11/2020,59,1956,8.7,2,40,30,7,238.2,0,1071.438031,2,0,5p
3526,2574147,04/03/2017,77,2008,5.3,2,90,10,17,87.5,0,266.4358798,1,0,6p et plus
5096,2848020,29/08/2016,95,1920,8.5,2,34,10,9,55.6,0,79.04383408,1,0,2p et moins
13912,1784327,07/09/2017,53,1953,8.3,2,24,20,7,134.4,0,330.9761601,2,0,5p
6535,2048399,20/11/2019,59,1972,7.5,3,40,10,5,239.7,0,4925.486916,2,0,5p
14190,1675137,29/12/2016,59,2004,6.5,2,40,10,7,81.1,0,312.5147683,1,0,5p
5531,1547656,24/07/2015,59,1984,3.9,2,50,10,9,135.3,18.6,470.6261634,1,1,4p
11637,403578,22/05/2015,17,2006,3.6,1,4,1,9,109.5,0,718.2237643,1,0,5p
9653,2845070,29/03/2016,95,1930,6.7,1,24,10,9,69.7,0,196.2653592,2,0,3p
6750,1456662,29/05/2020,60,1827,5.6,1,10,20,5,93.3,0,719.306764,1,0,4p
925,2210205,13/01/2016,76,1840,6.1,2,49,20,11,67.1,0,534.6337906,1,0,5p
10499,1998566,30/08/2016,69,1969,8,1,50,10,5,50.8,0,54.71358742,1,0,4p
5380,2295057,31/07/2018,77,1997,3.8,2,50,10,12,111.5,0,376.1730456,1,0,5p
7670,3389048,17/09/2019,95,1994,4.4,1,50,10,NA,101.9,0,360.2382199,1,0,3p
3778,926211,25/03/2016,33,2012,3.3,1,40,10,13,121.7,0,1072.050466,1,0,4p
2858,877247,22/12/2017,30,1840,9.4,2,20,10,5,186,61,16633.6806,2,1,3p
9302,2720348,16/06/2017,81,1964,4.3,2,10,10,7,213.3,0,902.0221675,1,0,5p
5621,1063925,29/09/2020,44,1978,3,1,30,20,7,108.6,0,165.1323641,2,0,5p
4906,703199,17/06/2016,28,1850,4.9,2,14,10,11,215.1,0,1036.093169,1,0,5p
1674,2398830,07/09/2017,72,1840,3.7,2,10,12,8,98.6,0,198.4629671,1,0,4p
14927,1940060,27/05/2020,80,1928,6.6,3,40,13,7,101.6,0,178.7866932,1,0,4p
2116,2535490,21/12/2016,86,1960,4.8,2,50,10,5,274.7,0,1267.716893,1,0,4p
11241,2699900,17/11/2017,80,1951,9.6,2,30,10,5,46.5,0,208.2065901,2,0,4p
13676,2215765,18/08/2017,66,1971,9,2,34,10,7,114.3,0,1472.109585,1,0,4p
13679,1271063,13/04/2016,42,1979,5.5,2,30,40,7,881.1,0,1829.652581,1,0,5p
10766,2062298,02/05/2017,62,1925,5.8,2,40,20,8,57.4,0,83.65916249,1,0,6p et plus
3245,1833426,24/03/2016,63,1830,7.2,1,10,10,12,106.3,0,662.6607576,1,0,3p
14480,1546387,13/10/2020,62,1957,7.9,2,45,10,10,147,0,1494.088099,1,0,5p
6107,256802,11/03/2019,10,1923,3.1,1,50,10,7,66,0,65.96641397,1,0,3p
6202,2691781,26/04/2019,77,1961,6.2,1,40,10,5,181.9,13.1,1919.690126,1,1,4p
14256,2545584,01/03/2017,77,1973,4.5,2,35,20,7,45.6,0,56.25617401,1,0,5p
2114,2174839,16/06/2015,78,1968,5.1,2,50,10,5,260.4,18,1927.873113,2,1,6p et plus
2019,2878071,02/10/2018,93,1987,8.4,2,34,10,10,147.6,21.9,1639.455057,1,1,5p
10937,1427917,28/10/2020,59,2009,3.4,1,30,10,5,53.5,0,105.3382201,1,0,4p
7457,1462645,07/09/2017,42,1860,4.2,1,20,10,6,93.2,67.1,730.8368994,1,1,4p
14852,3033712,29/08/2017,91,1960,5,2,40,10,12,74.5,0,222.0504695,1,0,4p
10004,2280777,29/04/2020,93,1956,3.4,2,10,10,9,105.1,24.6,493.4187045,1,1,4p
1549,3003035,23/09/2019,85,1900,3,1,10,10,7,77.5,15.9,510.7394746,1,1,4p
4675,2406570,04/09/2019,69,1958,6.7,3,36,1,12,175.4,0,868.6988307,2,0,6p et plus
1986,2626386,15/02/2019,76,1987,6.3,2,50,10,9,63.3,0,96.95616288,2,0,6p et plus
14849,1540252,14/11/2020,62,1981,3,1,50,10,9,191.1,0,19652.80176,1,0,4p
9566,2120258,21/02/2019,60,2015,7.1,2,90,10,5,192.9,0,1034.385122,2,0,6p et plus
7796,2366275,30/12/2016,80,1934,3.2,2,40,10,8,116.3,0,151.8912869,1,0,3p
12973,2627461,02/06/2017,78,1987,4.2,3,34,10,NA,118.2,0,795.5186744,2,0,4p
12315,1473681,14/02/2019,41,1973,3.9,2,45,10,9,73.7,0,525.410506,1,0,6p et plus
457,2188247,02/04/2015,79,1900,6.6,2,10,20,16,121.8,0,720.804468,1,0,6p et plus
3578,2234663,27/07/2016,77,1818,5.1,2,10,10,11,147.5,19.1,418.660567,1,1,4p
13706,1763488,16/06/2020,76,1934,3.9,2,50,10,5,56.8,0,325.8599853,1,0,4p
13563,1259531,29/06/2018,40,1986,7,2,50,10,6,77.7,0,77.73914608,1,0,5p
6197,1947447,12/03/2020,80,1800,3,2,90,10,9,72.8,12.9,412.019623,2,1,5p
2168,532662,17/06/2020,28,1980,4.5,1,50,10,NA,76.9,0,574.1280879,1,0,4p
13380,1860505,23/04/2018,60,1991,4.4,2,50,10,9,103.4,0,103.9999983,1,0,6p et plus
9720,2563797,03/04/2017,77,2004,3.3,2,50,10,8,255.4,0,640.0630831,1,0,5p
14415,309718,12/09/2019,12,1981,5.3,2,50,90,6,106.2,0,353.4759989,1,0,4p
219,2635265,13/09/2018,86,2009,3.7,2,16,1,11,462.6,0,696.7001159,1,0,3p
8694,2504351,07/05/2018,83,1948,5,1,50,10,17,42.2,0,41.91633072,1,0,4p
9239,1660338,30/01/2020,70,1850,8.3,2,15,19,9,168.3,0,314.7638596,1,0,3p
10026,1398856,30/10/2018,44,1860,3.6,2,10,10,9,122.4,0,1165.800697,2,0,6p et plus
10388,685918,10/04/2020,33,1850,6.6,1,20,10,5,143.7,0,722.173053,1,0,3p
4880,671357,25/01/2019,22,1984,5.2,2,45,20,NA,94,0,391.1666576,2,0,4p
10179,2954773,23/04/2018,95,1983,5.4,1,90,10,9,138.4,0,240.287303,1,0,3p
7250,1634912,07/12/2017,47,1955,6.5,2,14,10,5,233.4,13.5,1183.088961,2,1,5p
9230,2354355,30/09/2020,95,1980,4.2,2,50,10,7,154.7,16.8,484.9186936,2,1,4p
13711,2365933,30/11/2016,80,1926,3.1,1,40,10,10,109,15.3,798.3917894,1,1,3p
8244,1438159,06/07/2016,48,1830,10.2,1,14,10,10,220.8,0,513.0095035,1,0,2p et moins
7040,1171396,30/07/2020,49,1980,5.3,1,30,10,5,52.2,1.6,108.9244606,1,1,4p
5602,1463651,22/02/2018,46,2003,4.3,1,40,10,12,205.9,0,6363.307307,2,0,5p
5904,3204421,30/12/2019,91,1920,6.7,2,20,10,8,91.2,0,667.1048946,1,0,4p
11052,1452566,26/02/2015,54,1955,6.5,1,50,10,5,232,0,687.7340999,1,0,3p
14964,1335843,17/05/2018,43,1985,4.9,1,20,10,7,125.4,0,1478.889227,1,0,4p
1304,2447288,23/03/2018,80,1830,3,1,90,10,6,151.1,0,512.7957575,1,0,2p et moins
7539,2462690,24/10/2017,74,1995,4.9,3,34,10,5,87.7,8.1,288.1342422,1,1,5p
618,1320593,19/04/2016,44,1969,3.1,1,50,20,11,113.3,0,2674.442583,1,0,5p
739,708320,19/04/2018,28,1800,5.2,2,20,20,12,54.3,0,214.3878047,1,0,4p
5815,2567585,02/09/2015,93,1925,3.2,2,49,10,16,100.5,0,1013.546613,1,0,3p
4488,2279687,30/07/2019,64,1880,4,1,10,10,22,50.2,0,49.96015194,1,0,4p
5478,631459,20/02/2015,28,2009,4.6,2,90,10,8,119.8,0,899.753055,1,0,5p
4839,1747613,28/09/2018,58,2007,3,1,20,10,5,133.6,0,681.9963881,1,0,4p
5281,1589335,04/08/2017,45,1670,7.1,2,20,20,7,302.9,0,808.5393651,1,0,6p et plus
14260,2341289,16/03/2016,79,1872,8.1,2,15,20,14,100.1,14.5,572.0382929,1,1,3p
2128,1769347,14/01/2017,52,0,7.7,1,50,10,8,114.7,4,1587.285863,2,1,4p
9484,1358573,27/08/2018,44,1983,5.1,2,50,20,8,116,0,2891.183092,1,0,5p
9434,1093896,27/10/2020,45,1976,5.4,1,40,10,8,179.4,35.6,428.5541627,1,1,5p
11626,39526,03/10/2020,2,1993,3.4,1,30,10,NA,117.2,0,3174.84293,1,0,5p
10994,1995260,11/10/2019,56,1983,4,2,50,20,5,63.7,0,361.0150876,1,0,4p
3715,1885604,16/03/2020,78,1999,3,2,30,10,9,104,0,103.794004,1,0,5p
10037,1964721,26/12/2019,56,1987,3.3,2,15,20,16,106.4,0,220.0122531,1,0,6p et plus
13218,1971825,20/03/2020,82,1982,4.4,1,46,10,10,92.2,0,150.9776004,1,0,6p et plus
10666,2049794,21/12/2018,69,1984,4.7,2,50,10,9,105.5,0,375.3088432,1,0,4p
5955,1967979,03/04/2015,72,1976,6.1,1,49,10,7,87.9,0,220.7000824,1,0,4p
7010,2703311,07/03/2019,77,1976,4.1,1,50,10,5,126.9,0,284.4865093,1,0,4p
5711,2602363,08/04/2015,94,1925,5.5,1,40,10,9,127.4,0,1181.954446,2,0,3p
237,2163557,28/12/2017,64,1700,5.8,2,10,10,12,49.7,0,49.31558029,1,0,6p et plus
13217,2798819,26/06/2019,79,1985,6,2,50,10,5,65.6,0,790.4557235,1,0,4p
12869,912178,07/07/2017,31,2003,3,1,40,10,10,62.1,0,156.7247319,1,0,4p
12855,2060942,22/12/2020,85,1912,3.7,1,14,10,11,247.6,0,418.6011026,2,0,4p
5173,1025726,14/03/2018,34,2002,4.5,1,40,10,9,105.8,13,385.7764853,1,1,4p
10060,174665,25/02/2020,9,1921,3.2,2,14,20,5,179.5,0,206.2963348,2,0,5p
12931,2917970,04/07/2019,83,1997,4.5,1,50,10,18,76.2,0,611.3311928,1,0,6p et plus
4542,1679166,19/05/2015,62,1900,4.6,2,46,10,13,128.9,0,997.254067,1,0,4p
11664,1724954,02/11/2018,56,1900,5.9,2,1,2,8,95.5,0,554.1148909,2,0,3p
10539,75180,09/06/2016,4,2008,7.1,2,50,10,18,104,0,549.1278613,1,0,5p
7300,754510,09/10/2020,34,2005,3.8,1,50,10,6,80.2,0,464.6274371,1,0,6p et plus
14002,142265,30/01/2018,6,1994,9.8,2,50,10,19,338.6,18,659.9215956,1,1,5p
8773,2223421,26/10/2018,74,2011,4.7,2,1,1,13,149.5,0,1471.328087,1,0,3p
3061,1572115,27/01/2020,64,1999,4.8,2,50,10,16,168.5,0,457.6277844,1,0,6p et plus
1269,768394,10/01/2018,30,2005,4.6,1,50,10,15,145.5,0,742.6200892,1,0,5p
5278,2031348,14/01/2017,60,2013,3.6,1,30,10,5,145,0,146.9745142,1,0,4p
11574,566986,16/10/2019,18,1900,5,1,12,20,5,271,0,646.6295058,1,0,5p
13841,1370193,15/04/2016,45,1850,4.6,2,20,10,9,218.4,25.2,1002.989583,2,1,6p et plus
278,2119528,15/01/2019,60,1979,5.3,2,30,40,7,63.7,0,277.9359938,1,0,6p et plus
9782,1798240,31/08/2018,59,2008,4.8,2,40,10,5,130.5,2.4,386.2054273,1,1,5p
1410,2334653,30/12/2016,79,2002,3.5,1,53,10,5,25.1,0,102.2147972,1,0,3p
2580,3148839,22/07/2019,90,1971,6.2,2,50,10,12,48.5,0,123.526564,1,0,5p
7917,717372,03/09/2018,29,1957,6,3,10,10,15,105.9,0,360.8550978,1,0,5p
1417,2655014,07/12/2017,78,1970,5.1,2,10,10,5,137.1,27.3,557.3152545,1,1,2p et moins
2288,1358891,31/01/2020,58,1900,3.7,1,10,10,15,86.2,0,808.8066136,1,0,2p et moins
7004,1286107,30/09/2015,45,1970,6.7,1,54,10,9,114.7,0,560.6571397,1,0,6p et plus
14539,209094,19/11/2020,11,1925,8.4,2,14,10,11,139.4,0,411.5872153,1,0,5p
2725,2838890,04/10/2019,80,1890,7.2,3,40,20,6,117.8,0,119.0361227,1,0,5p
3574,1899472,19/06/2020,78,2007,7.3,2,3,1,9,111.3,19.8,404.0628865,2,1,5p
8355,2123767,18/02/2016,74,1996,5.5,2,10,10,26,132.5,0,791.0981707,1,0,6p et plus
9379,942293,08/02/2018,33,1973,5,2,40,10,14,70.2,0,672.6900042,1,0,4p
10862,1500843,30/04/2020,61,1750,3,2,10,10,9,182.5,0,212.1019083,1,0,4p
11625,1017945,05/01/2017,33,1972,5.8,2,40,10,7,98.9,0,994.2797258,1,0,5p
14956,42310,17/01/2019,2,1923,5.7,1,40,10,16,99.3,0,119.2145733,1,0,3p
10901,2183443,18/02/2019,62,1912,6.3,2,40,10,9,86.2,6.8,268.1307915,2,1,3p
8424,1431199,19/05/2020,59,1979,3,1,50,10,10,83.9,0,226.1614977,1,0,4p
12639,1315746,23/07/2020,54,1700,5.7,2,20,10,5,110.4,2.1,466.6256274,2,1,5p
11371,3018713,14/10/2019,85,2007,3.9,1,50,10,14,129.4,0,327.3350331,1,0,5p
2416,599811,08/02/2017,22,2015,5.3,2,10,20,11,113.6,2.8,555.7177849,1,1,3p
12279,2541390,11/07/2017,76,1987,4.6,2,35,10,5,131.3,0,849.7366276,1,0,3p
3852,3034161,28/08/2017,91,1979,6.6,2,40,10,5,110.2,0,878.4528394,1,0,6p et plus
2007,2461834,29/07/2016,84,1974,6,2,50,10,8,130.6,0,743.8117437,1,0,5p
6383,3170963,31/05/2017,93,1960,3,2,13,10,5,70.1,0,121.4743067,1,0,4p
8950,1949217,18/05/2015,72,1900,4.9,2,12,20,16,179.7,13.8,525.2284761,2,1,4p
2807,1402496,27/01/2020,59,1922,6.4,3,40,10,5,80.5,0,267.9433975,1,0,4p
306,192160,17/07/2020,10,1842,3.6,1,9,1,5,260.2,0,86.55972286,1,0,3p
7474,2464563,19/05/2015,90,1975,3.7,1,35,10,9,115,29.5,985.640403,2,1,4p
10976,1226220,19/06/2015,44,1939,3.5,2,50,10,10,136.6,0,1144.669162,1,0,3p
12602,2065550,26/08/2017,62,1880,8.4,1,40,10,16,149.9,0,883.090892,1,0,3p
13858,2111178,19/02/2019,60,1976,4.8,1,50,10,5,92.7,22.3,116.5887317,1,1,5p
9320,282573,30/09/2019,11,1969,6.3,2,40,10,9,120.5,0,793.6474068,1,0,4p
681,1282725,26/02/2015,45,1974,5.1,2,49,10,9,107.8,0,222.621767,1,0,6p et plus
14771,2176776,29/03/2019,62,1976,7.3,2,40,10,6,100.8,0,491.607443,1,0,5p
11412,2139545,12/07/2019,60,2007,3,2,90,10,5,168.2,0,519.861781,1,0,4p
11880,1797395,20/07/2018,59,1800,3.8,1,45,10,7,165.6,7.1,703.6699036,1,1,2p et moins
12337,1220610,11/12/2017,35,1982,3,2,90,20,9,131.4,0,324.3365376,2,0,6p et plus
10737,2500435,19/06/2015,91,1993,3.1,2,30,10,11,126.4,2.4,648.5148593,1,1,6p et plus
4577,518466,28/02/2020,28,1963,4.7,2,50,90,5,174.9,0,1150.104309,1,0,4p
2102,1185740,22/11/2017,34,2003,3.2,1,40,10,18,158.5,0,1919.623823,1,0,4p
7377,1709380,25/05/2016,59,1975,4.1,2,40,10,7,110.5,0,435.7459078,2,0,4p
11505,787659,16/09/2015,31,1975,4.1,1,40,10,5,207.1,0,647.1736038,1,0,4p
5591,402984,15/12/2020,22,1982,5.8,2,51,20,9,265.5,0,472.3218662,1,0,5p
13773,2625484,02/12/2019,76,1939,4.5,1,50,10,10,200,0,585.2678861,1,0,5p
3276,477457,15/11/2017,17,1993,3,1,20,10,11,110.2,0,888.3432496,1,0,4p
12614,2622939,06/07/2016,91,1920,5.4,2,20,10,9,83.4,0,987.5456315,1,0,3p
7070,1795154,15/06/2016,62,1964,5.8,2,50,10,7,550.5,0,12778.71068,2,0,6p et plus
9855,1542433,27/02/2015,59,1965,7.4,2,40,10,5,429,0,1463.921503,2,0,5p
7676,516530,16/11/2018,21,1987,4.5,1,30,10,7,241.2,124.8,733.2052802,1,1,5p
1258,1702515,14/08/2020,72,1967,4.6,2,45,10,5,38.6,0,58.04530103,1,0,4p
5033,1353214,29/11/2017,38,1980,5.8,1,40,10,9,58.7,0,706.0287124,2,0,5p
1793,1818210,24/06/2016,62,1917,4.1,1,40,10,7,132,0,445.7912293,1,0,3p
6274,1552750,29/06/2017,44,1948,5.7,3,50,20,7,213.6,2.5,1011.303453,1,1,5p
9214,2305734,13/07/2017,69,1979,6.5,1,23,10,10,161.2,1.2,1247.364889,1,1,5p
4293,2482785,03/07/2019,72,1978,5.6,2,45,10,10,46.9,0,61.20928765,2,0,3p
9492,1192485,16/09/2020,49,1991,3.2,2,50,20,9,72.3,0,2771.299967,1,0,4p
8685,2077145,21/12/2017,62,1980,6.5,3,30,10,7,125.1,0,527.5564738,1,0,5p
8282,2260475,13/03/2018,76,1984,4.3,1,50,10,5,769.8,0,767.4258278,1,0,3p
8333,2243094,08/07/2016,77,1850,3.8,2,20,10,8,245.6,0,1125.25357,1,0,6p et plus
14829,2557344,29/08/2016,87,1978,3.8,1,36,10,9,50.4,0,146.4467585,1,0,4p
8499,969455,28/01/2020,42,2004,6.9,1,50,10,19,102.7,0,218.4408929,1,0,4p
8320,1425015,24/03/2017,41,1977,4.5,1,50,10,5,81.5,7.7,162.4027169,1,1,3p
1778,1872785,12/03/2019,53,1990,4.3,2,35,20,11,105.6,33.7,789.1349817,2,1,4p
1113,2660322,19/11/2018,87,1984,3,1,20,10,7,107.3,0,1105.042948,1,0,4p
5882,1551732,15/10/2018,49,1890,3.8,2,1,2,15,260.2,0,497.5307723,2,0,6p et plus
9409,2092414,24/01/2019,59,1977,3.9,1,50,10,9,139.5,0,665.1631576,1,0,5p
3392,802359,30/03/2019,27,1950,10.6,3,13,20,5,97.5,0,663.0773884,1,0,6p et plus
2239,1794792,14/01/2020,77,2007,5.6,2,30,10,18,259.7,9.2,1480.980189,1,1,5p
11070,865376,23/09/2015,33,1982,5.3,2,40,10,9,102.8,0,608.524612,1,0,5p
3966,1526826,01/03/2019,42,1988,5.1,1,23,13,10,111.3,0,542.2665938,1,0,5p
4375,1332458,14/10/2016,44,1982,3,1,50,10,8,115.3,0,286.060663,1,0,4p
4946,671026,10/11/2016,27,1822,4.3,2,90,19,9,45.8,0,393.2733329,1,0,6p et plus
5061,2745231,21/07/2017,82,2014,5.3,2,3,1,5,67.1,0,186.0458523,1,0,4p
13075,2952554,05/09/2019,83,1990,8.1,2,50,10,13,91.4,0,158.6882084,1,0,6p et plus
13439,1367819,08/10/2020,58,1973,3,2,50,10,5,145.5,0,1011.837202,1,0,5p
8228,672257,23/12/2016,27,2012,5.5,1,50,40,5,122,0,1413.353984,1,0,5p
4903,2230831,26/06/2018,74,1948,6.1,3,30,10,7,74.1,0,353.3307193,1,0,4p
539,1918868,21/08/2019,54,1967,8.5,2,35,13,9,29,0,109.1759056,1,0,5p
5117,2075054,19/03/2015,76,1970,4.4,1,45,10,7,91.3,0,461.5686636,1,0,4p
13780,3026565,14/06/2019,85,1960,6.1,1,26,10,5,84.8,0,1521.831484,1,0,4p
5790,487614,18/06/2019,16,2004,8.3,1,35,1,9,79.6,0,159.0925432,1,0,5p
14955,2005378,29/08/2017,59,2011,4,2,40,10,7,150.6,0,166.8648582,1,0,6p et plus
8122,1437928,17/03/2020,59,1908,4.8,2,40,20,6,92,0,454.4621949,1,0,3p
7105,2659500,28/03/2019,77,1973,6.9,2,34,10,11,114,2.4,428.7315309,1,1,5p
10587,2973940,12/12/2018,95,1929,7.3,2,20,10,13,123.1,0,561.4673961,1,0,3p
443,874283,17/08/2018,31,2007,3.4,2,30,10,6,115.8,6.2,312.4520756,1,1,4p
6324,2661963,12/12/2018,87,1966,5,2,50,10,NA,138.3,0,794.3124208,1,0,4p
6385,1165121,17/01/2018,37,1860,5.5,2,10,20,18,200.2,0,383.9544809,2,0,5p
849,2106186,26/08/2019,59,1911,8.2,2,40,13,8,525.7,9,532.9646547,2,1,5p
14503,1817177,29/06/2018,59,1850,5.7,2,10,20,12,131.7,0,845.4450122,1,0,4p
13747,2834088,25/02/2019,80,1870,4.9,1,90,10,6,171.2,38.4,578.5537031,1,1,3p
13722,2958017,28/01/2019,84,1980,6,2,90,10,7,150.6,0,426.9929018,1,0,4p
13981,1400327,17/12/2018,44,2013,3.6,1,5,1,8,231.7,0,1700.813088,2,0,4p
137,1257084,07/12/2015,44,1958,4.8,2,50,10,5,103.8,15.1,2552.121973,1,1,4p
6105,520784,27/04/2017,18,2009,10.9,3,50,90,11,132.4,10.5,298.7562455,2,1,3p
9600,486212,13/09/2017,17,1967,3.8,1,50,10,14,164.8,0,165.6282907,1,0,5p
9786,882289,08/09/2015,33,2007,3,1,4,1,7,101.3,0,988.6948575,2,0,4p
13683,2855757,25/07/2017,85,1850,5.3,2,10,10,9,188.8,0,2142.319154,1,0,3p
9747,1417654,23/11/2017,41,1800,4.7,1,19,12,5,118.1,7.4,432.2899499,1,1,2p et moins
6746,2843203,22/11/2019,80,2005,4.5,1,30,10,9,115.5,0,89.30608845,1,0,3p
8069,1426345,21/08/2020,59,1870,5,2,40,10,6,183.5,0,533.9760806,2,0,4p
5151,199978,18/07/2019,7,2002,5.6,1,10,10,7,201.3,0,282.5679969,1,0,4p
1779,1730426,03/11/2017,50,2004,3.4,2,35,2,15,313.6,0,2181.019356,1,0,5p
9059,28552,20/07/2016,1,1948,6.6,2,25,10,12,211.9,0,1576.79162,1,0,6p et plus
7311,538276,18/09/2020,28,1965,3.9,2,15,20,11,209.3,190.9,2100.705823,2,1,4p
6217,2075384,25/05/2020,86,1990,4.9,2,50,10,24,105.9,12.1,2007.245573,1,1,6p et plus
3829,893735,14/09/2016,33,1969,5.7,1,34,10,5,99.7,0,478.3786029,1,0,4p
10887,169564,24/05/2016,7,2016,3,1,40,10,14,108.4,0,406.2909477,1,0,5p
14683,420160,16/09/2016,17,1982,4.6,2,50,10,11,138.4,0,930.7999361,1,0,5p
3189,2542139,29/09/2017,76,1999,6,2,0,0,5,128.9,0,960.4668843,1,0,5p
5932,1506454,14/02/2020,62,2009,8.1,2,9,1,16,103.1,12.5,969.2230709,2,1,5p
7888,1029254,07/07/2017,33,1890,5.6,1,10,10,8,108.1,0,1945.51147,1,0,2p et moins
1665,1775185,25/07/2018,59,1856,3.9,2,40,10,13,105.1,0,294.9642636,1,0,3p
1066,2154960,12/06/2015,78,1923,5.8,3,45,10,5,124.9,29.9,677.7374604,1,1,5p
6525,214436,30/08/2019,7,1700,4.9,1,16,10,7,101.7,0,237.3067477,1,0,2p et moins
788,854020,26/07/2016,31,2002,3.7,1,40,10,9,134.7,0,223.834675,2,0,4p
417,1607728,31/12/2020,66,1890,11.2,2,15,10,5,89.9,5,332.8313383,1,1,5p
4495,1848553,02/09/2020,77,2013,3,2,40,30,12,203.1,0,1210.182124,1,0,5p
12275,960989,03/07/2015,35,1997,4.6,2,39,20,7,128.5,0,203.0227633,2,0,6p et plus
10812,1796960,05/08/2016,62,1910,5.4,1,40,10,9,97.5,0,216.5776898,1,0,3p
9496,245045,07/10/2017,10,1870,4.5,1,10,10,12,62,0,63.02747173,1,0,4p
210,1225664,03/12/2019,34,1870,10.1,1,10,10,6,117.5,0,181.8192267,1,0,5p
14925,2838354,06/09/2019,80,1982,3,2,50,10,7,79.9,0,186.8869714,1,0,4p
11797,2591486,10/06/2016,88,1971,3.7,1,10,10,9,107.3,36,298.80568,2,1,3p
7523,801984,23/02/2016,31,1930,6,2,40,13,14,80.6,0,808.3608705,1,0,4p
14714,972799,28/12/2018,33,1903,5.2,2,14,10,10,179.8,10.1,316.0940247,1,1,6p et plus
1107,2138073,29/05/2019,60,2007,4.1,2,90,10,8,164,4.4,700.742539,1,1,5p
12546,971812,24/04/2020,42,1900,10.6,2,20,10,5,95.1,0,370.3692458,1,0,6p et plus
2161,2290773,30/04/2020,93,1964,4,2,0,0,11,125.4,0,468.94346,1,0,3p
11939,2271338,02/06/2020,93,1870,3.1,1,40,9,5,159.2,0,1655.154975,1,0,3p
14399,302511,22/02/2019,12,2006,5.9,2,0,0,9,230.3,25.7,802.0247852,2,1,3p
689,689490,05/12/2018,27,2014,4.6,2,30,20,5,115.4,0,640.8317796,2,0,4p
3042,791128,26/03/2020,35,1983,4.5,1,50,90,5,133.8,17.2,1198.225003,1,1,5p
9450,1819289,01/09/2016,62,1985,5.4,2,30,40,NA,87.8,0,109.3247733,1,0,2p et moins
5707,1774015,14/10/2016,61,1948,6.1,2,20,10,5,126.9,0,214.1487701,2,0,4p
11817,1537820,06/03/2015,58,2005,3.4,1,90,10,13,22.7,0,22.34713375,1,0,6p et plus
8141,882297,12/02/2016,33,1999,5,2,5,1,15,7.3,0,6.70507269,1,0,4p
7590,1425031,06/04/2017,41,1923,5.4,2,40,10,7,186.3,0,1342.037562,2,0,4p
8504,64224,28/02/2020,3,1979,5.7,1,35,10,5,68.4,0,551.9232167,1,0,3p
4226,529240,27/04/2016,22,2001,4.3,2,39,29,13,156.8,15,617.4421619,1,1,5p
6238,1889057,06/06/2018,62,1969,7.2,2,40,10,9,95.9,0,355.0488417,1,0,5p
9154,417165,29/05/2018,17,2004,4.2,1,50,10,13,91.9,0,115.7183844,2,0,6p et plus
10964,1537110,26/05/2020,62,1974,4.2,2,35,10,13,89,0,2000.255606,1,0,4p
427,2621221,27/06/2019,76,1800,6,1,50,10,6,132.2,0,306.8403504,1,0,5p
13317,1057105,02/07/2016,35,2008,4,2,50,20,13,106.8,0,353.9179388,1,0,6p et plus
6205,1955921,16/06/2018,63,1979,4.3,1,90,10,5,126.8,0,943.2737875,1,0,5p
11643,77122,02/07/2019,3,1850,7.7,3,10,10,20,162.7,0,1744.250698,1,0,3p
7987,2500585,08/02/2018,83,2000,7.3,2,90,10,22,73.5,41.4,1407.86655,1,1,5p
14721,1929042,27/08/2019,54,1968,12.2,2,20,10,10,176.7,0,1534.322275,1,0,4p
11763,1746730,27/07/2018,58,1850,3.4,1,10,10,7,368.4,66.4,3058.75088,2,1,4p
3403,1280077,16/10/2020,53,1820,8.6,2,10,20,11,148.9,0,503.4626197,1,0,6p et plus
11400,3263945,26/07/2019,92,1969,6.9,1,40,10,15,86.3,0,87.32565865,1,0,3p
1232,3038178,30/04/2019,86,1956,4.7,1,20,10,6,123.4,18.2,2940.10276,2,1,3p
10959,3255426,24/06/2017,95,1750,8,2,29,13,7,49.4,0,1139.758786,1,0,2p et moins
7720,3326865,13/09/2019,93,1957,8.9,2,40,10,10,175.4,0,2662.224303,1,0,5p
6469,3072595,18/12/2017,92,1912,5.1,3,20,10,7,148.8,0,1124.451357,1,0,6p et plus
5516,511839,28/12/2015,22,1850,4.1,2,10,20,5,57.3,0,534.0515451,1,0,3p
313,2364539,18/06/2016,80,1952,3.1,1,40,14,11,209.1,40.7,848.9585045,1,1,3p
1334,1391412,27/11/2017,40,1870,4.1,1,46,10,9,49.5,0,49.20308845,1,0,4p
4816,845232,18/06/2018,31,1987,4,1,40,10,7,2408.4,0,7527.690797,1,0,4p
6435,1268636,28/08/2019,35,1984,5,2,50,20,5,72,1.2,429.488407,1,1,5p
